audit_id,timestamp,audit_action,entity_type,entity_id,performed_by,description,previous_value,new_value,reason
AUDIT_50F05BEA3A,2025-04-14 15:32:26,manual_override,alert,ALERT_FA5752FEB2,Michael Rodriguez,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $93233.66 - deny
AUDIT_77F095A5A0,2023-08-05 22:43:50,manual_override,alert,ALERT_86284C80EB,David Kim,Manual decision: escalate,auto_flag,escalate,Risk score 0.820 reviewed. escalate
AUDIT_C72B024EA6,2023-09-21 14:32:10,manual_override,alert,ALERT_8E1C28D36D,Robert Johnson,Manual decision: deny,auto_flag,deny,Reviewed transaction for Wire Transfer - deny
AUDIT_C790D4FF4A,2025-03-01 12:35:03,manual_override,alert,ALERT_DE2C27B976,Sarah Chen,Manual decision: escalate,auto_flag,escalate,"Location check performed: Seattle, WA. escalate"
AUDIT_C6D63E0207,2023-03-11 11:16:03,manual_override,alert,ALERT_F3FB1CDAB3,Jessica Martinez,Manual decision: deny,auto_flag,deny,Risk score 0.744 reviewed. deny
AUDIT_C1BC2CA7B5,2025-10-22 11:59:06,manual_override,alert,ALERT_AF126450B1,James Wilson,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $23036.24 - deny
AUDIT_14DB043DCE,2023-09-16 06:16:46,manual_override,alert,ALERT_D5088E95BC,David Kim,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Money Transfer - escalate
AUDIT_F5214226EA,2022-10-05 22:22:22,manual_override,alert,ALERT_28C390D829,Emily Thompson,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $26086.41 - deny
AUDIT_14EA3556DD,2024-09-04 13:16:52,manual_override,alert,ALERT_B13A7AFBF8,Robert Johnson,Manual decision: SAR_filed,auto_flag,SAR_filed,"Location check performed: San Antonio, TX. SAR filed - Suspicious Activity Report filed with FinCEN"
AUDIT_D4DAD5E5BE,2023-11-12 06:23:49,manual_override,alert,ALERT_9BB2C3027A,Robert Johnson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Money Transfer - escalate
AUDIT_9AC295A352,2023-08-15 00:06:26,manual_override,alert,ALERT_30377B4846,William Taylor,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $330.36 - deny
AUDIT_2599CFA7AF,2025-03-11 17:21:22,manual_override,alert,ALERT_D43D592D15,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $53696.82 - escalate
AUDIT_265472C7EB,2024-11-20 06:24:32,manual_override,alert,ALERT_279490395D,Emily Thompson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $15507.08 - escalate
AUDIT_3F85944399,2023-02-21 18:52:08,manual_override,alert,ALERT_F35FCB7ABA,Jessica Martinez,Manual decision: deny,auto_flag,deny,Reviewed transaction for Wire Transfer - deny
AUDIT_7EC33F4956,2025-06-04 19:41:50,manual_override,alert,ALERT_14882C0DB2,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for ATM Withdrawal - escalate
AUDIT_96A7F16427,2025-04-19 02:32:56,manual_override,alert,ALERT_4ED50A6003,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $29944.59 - escalate
AUDIT_95BDF15FF3,2023-07-04 03:29:15,manual_override,alert,ALERT_52E435FC39,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,"Location check performed: San Diego, CA. escalate"
AUDIT_6F77CD7852,2025-05-01 08:54:16,manual_override,alert,ALERT_1A47F09C00,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,"Location check performed: Denver, CO. escalate"
AUDIT_6F0B09672A,2024-02-11 06:22:43,manual_override,alert,ALERT_A58E5540BE,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $34204.77 - escalate
AUDIT_818B9444BE,2022-04-03 11:13:45,manual_override,alert,ALERT_08F5407DB1,Jessica Martinez,Manual decision: deny,auto_flag,deny,Risk score 0.798 reviewed. deny
AUDIT_18C9FFFFDC,2024-04-18 05:12:54,manual_override,alert,ALERT_B2A50D4516,Michael Rodriguez,Manual decision: deny,auto_flag,deny,"Location check performed: Seattle, WA. deny"
AUDIT_6CB210D8D4,2022-08-30 14:28:18,manual_override,alert,ALERT_FA605E2AB4,Jessica Martinez,Manual decision: deny,auto_flag,deny,"Location check performed: Fort Worth, TX. deny"
AUDIT_A6B9B4D55D,2025-07-25 00:43:25,manual_override,alert,ALERT_BD70E91DEF,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $2003.77 - escalate
AUDIT_21D29B907A,2025-06-13 12:34:55,manual_override,alert,ALERT_A16DA300A6,David Kim,Manual decision: deny,auto_flag,deny,Reviewed transaction for Restaurant - deny
AUDIT_4D48442ECA,2024-02-17 07:39:38,manual_override,alert,ALERT_EA53528A92,David Kim,Manual decision: SAR_filed,auto_flag,SAR_filed,Risk score 0.866 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_4C25AAC5EC,2024-09-04 03:54:24,manual_override,alert,ALERT_3B46AA4F0A,Sarah Chen,Manual decision: deny,auto_flag,deny,"Location check performed: Fort Worth, TX. deny"
AUDIT_A7EB742896,2025-03-08 19:11:25,manual_override,alert,ALERT_962015F2E7,Robert Johnson,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $2805.59 - deny
AUDIT_E4A501F6E6,2025-08-16 15:54:34,manual_override,alert,ALERT_314EBBF5EF,James Wilson,Manual decision: escalate,auto_flag,escalate,Risk score 0.895 reviewed. escalate
AUDIT_D251CDDC57,2024-03-29 07:32:36,manual_override,alert,ALERT_3A60078113,James Wilson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Wire Transfer - escalate
AUDIT_8B14E03939,2023-01-03 23:28:48,manual_override,alert,ALERT_159E0910B5,Maria Garcia,Manual decision: escalate,auto_flag,escalate,"Location check performed: San Francisco, CA. escalate"
AUDIT_62395804DC,2024-04-16 16:50:21,manual_override,alert,ALERT_43C44888F1,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,"Location check performed: Phoenix, AZ. escalate"
AUDIT_5BE433B61F,2025-06-30 18:32:10,manual_override,alert,ALERT_BFCBF43E9B,Robert Johnson,Manual decision: deny,auto_flag,deny,Reviewed transaction for Restaurant - deny
AUDIT_BAA3488381,2025-04-14 09:49:08,manual_override,alert,ALERT_39A81F3E6B,Sarah Chen,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $1217.37 - deny
AUDIT_A887F8AD8B,2023-12-07 21:19:54,manual_override,alert,ALERT_B637A7C6E2,Emily Thompson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $814.84 - escalate
AUDIT_0F3BC65AC4,2025-03-25 13:21:15,manual_override,alert,ALERT_733C1017FF,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,"Location check performed: Seattle, WA. escalate"
AUDIT_52A569149A,2025-07-20 03:05:35,manual_override,alert,ALERT_1B58DE94ED,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Retail - escalate
AUDIT_11F6A1DB0F,2025-08-15 17:23:10,manual_override,alert,ALERT_3542E691F9,David Kim,Manual decision: escalate,auto_flag,escalate,"Location check performed: Fort Worth, TX. escalate"
AUDIT_5B78273594,2023-10-14 15:30:02,manual_override,alert,ALERT_95E0D2BF87,William Taylor,Manual decision: deny,auto_flag,deny,Risk score 1.000 reviewed. deny
AUDIT_6B08E79A12,2023-07-31 17:50:04,manual_override,alert,ALERT_8A4BA6295F,William Taylor,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Insurance - escalate
AUDIT_CEE7D831CC,2023-07-20 03:28:02,manual_override,alert,ALERT_F54AFC99F4,Lisa Anderson,Manual decision: deny,auto_flag,deny,"Location check performed: Boston, MA. deny"
AUDIT_5281FAADE6,2024-03-07 08:07:32,manual_override,alert,ALERT_E1260E099B,James Wilson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $1021.16 - escalate
AUDIT_65E0EB45B7,2023-04-05 22:46:08,manual_override,alert,ALERT_B644457CF3,David Kim,Manual decision: deny,auto_flag,deny,Risk score 0.800 reviewed. deny
AUDIT_72EA156643,2025-03-02 20:43:40,manual_override,alert,ALERT_FD367C1945,James Wilson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Money Transfer - escalate
AUDIT_500A949CCD,2022-08-13 00:25:12,manual_override,alert,ALERT_3C960114F9,Sarah Chen,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $21388.48 - deny
AUDIT_A9D88BC74D,2025-05-10 23:15:20,manual_override,alert,ALERT_7EBD791B1C,Emily Thompson,Manual decision: escalate,auto_flag,escalate,"Location check performed: Phoenix, AZ. escalate"
AUDIT_AE5BEA6209,2024-08-09 00:37:38,manual_override,alert,ALERT_A5DDA85D65,William Taylor,Manual decision: SAR_filed,auto_flag,SAR_filed,Risk score 1.000 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_C1E4F0E5BB,2022-10-02 11:46:10,manual_override,alert,ALERT_34A7CC6050,Maria Garcia,Manual decision: escalate,auto_flag,escalate,"Location check performed: Tehran, Iran. escalate"
AUDIT_EF36393293,2025-01-10 08:07:28,manual_override,alert,ALERT_89ADCB4688,Sarah Chen,Manual decision: escalate,auto_flag,escalate,Risk score 0.709 reviewed. escalate
AUDIT_8EDD1CACAE,2022-03-09 23:51:55,manual_override,alert,ALERT_36FCE252AB,Emily Thompson,Manual decision: deny,auto_flag,deny,Risk score 0.714 reviewed. deny
AUDIT_C0D6E54F63,2025-03-22 05:51:59,manual_override,alert,ALERT_76056E4550,Maria Garcia,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $74634.76 - escalate
AUDIT_A962E88CA3,2022-08-21 15:54:18,manual_override,alert,ALERT_FEE3D7060F,Robert Johnson,Manual decision: escalate,auto_flag,escalate,Risk score 1.000 reviewed. escalate
AUDIT_C9BEE3BCF3,2024-12-19 05:39:15,manual_override,alert,ALERT_58D2BC9A50,Michael Rodriguez,Manual decision: SAR_filed,auto_flag,SAR_filed,Reviewed transaction for Money Transfer - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_1AA4B4905E,2022-10-22 13:56:10,manual_override,alert,ALERT_14101BDD36,Sarah Chen,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $17331.37 - escalate
AUDIT_DC3417468D,2023-11-02 04:43:20,manual_override,alert,ALERT_CE9B4B8D47,William Taylor,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $32167.33 - deny
AUDIT_EA876F1906,2022-08-15 16:46:32,manual_override,alert,ALERT_BA8AEFD640,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,Risk score 0.963 reviewed. escalate
AUDIT_5EC7B37B13,2022-06-05 12:22:17,manual_override,alert,ALERT_66BF52A8C8,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Cryptocurrency - escalate
AUDIT_42210A2B18,2025-02-08 06:38:01,manual_override,alert,ALERT_0763384DFA,Emily Thompson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Gambling - escalate
AUDIT_EBFEAF0585,2024-01-09 10:46:44,manual_override,alert,ALERT_0772603CD4,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $45303.26 - escalate
AUDIT_FC28388B18,2023-12-01 23:37:13,manual_override,alert,ALERT_6D11166F61,Maria Garcia,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Gambling - escalate
AUDIT_86CDC4F491,2024-08-09 19:12:19,manual_override,alert,ALERT_6020E3C0D8,Sarah Chen,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $69377.22 - deny
AUDIT_8D8C55E8F7,2023-11-13 04:35:09,manual_override,alert,ALERT_09D75F575A,William Taylor,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $4117.48 - escalate
AUDIT_B2A7B9EEB0,2022-12-16 19:39:17,manual_override,alert,ALERT_4F50EF5C26,Jessica Martinez,Manual decision: deny,auto_flag,deny,Risk score 0.958 reviewed. deny
AUDIT_F715AD3F1F,2024-12-12 21:01:58,manual_override,alert,ALERT_F645F7B61D,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Electronics - escalate
AUDIT_FF75631053,2025-03-25 05:29:39,manual_override,alert,ALERT_5F7FC032E6,William Taylor,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Retail - escalate
AUDIT_10411853FC,2023-03-02 03:40:23,manual_override,alert,ALERT_D1911CD9E3,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,"Location check performed: Moscow, Russia. escalate"
AUDIT_2FDA428441,2023-03-20 07:05:23,manual_override,alert,ALERT_5082826145,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Gambling - escalate
AUDIT_30BDED3570,2024-12-14 01:07:01,manual_override,alert,ALERT_79351C17F2,Emily Thompson,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $73383.47 - deny
AUDIT_D2D6CEB607,2025-07-12 14:12:14,manual_override,alert,ALERT_724CA4818E,Robert Johnson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Cryptocurrency - escalate
AUDIT_DD5F976169,2024-10-18 05:42:46,manual_override,alert,ALERT_019025BA3B,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,"Location check performed: Los Angeles, CA. escalate"
AUDIT_27101277EE,2023-05-05 07:36:24,manual_override,alert,ALERT_1268781F54,David Kim,Manual decision: deny,auto_flag,deny,Reviewed transaction for Online Shopping - deny
AUDIT_882A8393F9,2025-07-07 17:26:43,manual_override,alert,ALERT_F731BA5C4B,William Taylor,Manual decision: SAR_filed,auto_flag,SAR_filed,Reviewed transaction for Money Transfer - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_368C7C56BB,2022-08-27 20:27:30,manual_override,alert,ALERT_21EFA6B7BE,Robert Johnson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Money Transfer - escalate
AUDIT_F968120C04,2022-07-24 01:29:32,manual_override,alert,ALERT_4D47665866,William Taylor,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $21084.17 - deny
AUDIT_44E63A8145,2023-02-23 04:35:47,manual_override,alert,ALERT_BFDC3D79F3,Sarah Chen,Manual decision: escalate,auto_flag,escalate,Risk score 0.835 reviewed. escalate
AUDIT_46FA383CE5,2025-07-03 11:06:24,manual_override,alert,ALERT_07802463AB,Sarah Chen,Manual decision: deny,auto_flag,deny,"Location check performed: Austin, TX. deny"
AUDIT_E85EEFBA9D,2023-02-12 11:55:38,manual_override,alert,ALERT_805E96F343,James Wilson,Manual decision: deny,auto_flag,deny,Risk score 0.892 reviewed. deny
AUDIT_0832ABAB82,2025-07-12 16:58:57,manual_override,alert,ALERT_FA033993F5,Robert Johnson,Manual decision: escalate,auto_flag,escalate,Risk score 0.881 reviewed. escalate
AUDIT_B211144F42,2023-03-16 23:22:20,manual_override,alert,ALERT_439FAA4A1F,James Wilson,Manual decision: SAR_filed,auto_flag,SAR_filed,Reviewed transaction for Grocery - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_7D22051D00,2022-08-28 22:58:48,manual_override,alert,ALERT_990CA98479,James Wilson,Manual decision: escalate,auto_flag,escalate,Risk score 0.895 reviewed. escalate
AUDIT_4353214FB6,2023-04-28 08:06:03,manual_override,alert,ALERT_65689E5ED2,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $1908.45 - escalate
AUDIT_4F59540899,2022-02-19 09:34:07,manual_override,alert,ALERT_9A0E4BD21B,Michael Rodriguez,Manual decision: deny,auto_flag,deny,Reviewed transaction for Money Transfer - deny
AUDIT_544C48FCCA,2025-05-08 08:58:25,manual_override,alert,ALERT_FE0F4B9913,Jessica Martinez,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $3709.59 - deny
AUDIT_969AE19318,2024-03-26 18:22:29,manual_override,alert,ALERT_C86E2A48C9,Jessica Martinez,Manual decision: deny,auto_flag,deny,Risk score 1.000 reviewed. deny
AUDIT_AD601916C9,2024-01-29 09:15:42,manual_override,alert,ALERT_FAB4797CA8,James Wilson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Gambling - escalate
AUDIT_B83C840BC1,2024-07-28 00:11:34,manual_override,alert,ALERT_A0CD73387E,Emily Thompson,Manual decision: deny,auto_flag,deny,Reviewed transaction for Cryptocurrency - deny
AUDIT_780F568B55,2024-06-09 02:25:02,manual_override,alert,ALERT_AD79127BCE,Lisa Anderson,Manual decision: deny,auto_flag,deny,Risk score 0.729 reviewed. deny
AUDIT_863EFFD892,2025-05-25 23:55:02,manual_override,alert,ALERT_F695515C17,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,"Location check performed: Fort Worth, TX. escalate"
AUDIT_E198BBE1CE,2022-07-23 12:11:37,manual_override,alert,ALERT_A4BDE532E5,Emily Thompson,Manual decision: escalate,auto_flag,escalate,"Location check performed: Seattle, WA. escalate"
AUDIT_224B27D42F,2022-04-01 08:32:58,manual_override,alert,ALERT_77412C87CE,Jessica Martinez,Manual decision: SAR_filed,auto_flag,SAR_filed,Risk score 0.986 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_0F44A31303,2025-10-24 15:49:43,manual_override,alert,ALERT_8F6656AF5E,Lisa Anderson,Manual decision: deny,auto_flag,deny,"Location check performed: Pyongyang, North Korea. deny"
AUDIT_CD6537708C,2023-05-02 05:53:43,manual_override,alert,ALERT_AEAB3ABD7F,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Money Transfer - escalate
AUDIT_165DCD4BE2,2022-12-10 18:46:50,manual_override,alert,ALERT_0FD55B3E51,David Kim,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $4710.24 - escalate
AUDIT_2BF587BFAA,2022-04-15 03:21:42,manual_override,alert,ALERT_06F5298570,James Wilson,Manual decision: SAR_filed,auto_flag,SAR_filed,Risk score 0.934 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_5AEF0E6574,2024-01-23 02:43:23,manual_override,alert,ALERT_032D755675,Robert Johnson,Manual decision: SAR_filed,auto_flag,SAR_filed,Reviewed transaction for Money Transfer - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_C98F0E65F6,2024-12-04 20:22:11,manual_override,alert,ALERT_9B14A34316,Lisa Anderson,Manual decision: deny,auto_flag,deny,"Location check performed: Lagos, Nigeria. deny"
AUDIT_E2491D0D9C,2022-02-15 14:34:00,manual_override,alert,ALERT_8C6D44D36F,Sarah Chen,Manual decision: escalate,auto_flag,escalate,Risk score 0.626 reviewed. escalate
AUDIT_FA0D97A074,2025-02-06 19:59:27,manual_override,alert,ALERT_D3E690534E,William Taylor,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $14105.27 - escalate
AUDIT_9DA6DDF0D9,2025-09-15 14:28:04,manual_override,alert,ALERT_160A56D29C,Maria Garcia,Manual decision: SAR_filed,auto_flag,SAR_filed,Risk score 1.000 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_AF69792801,2022-03-05 02:14:07,manual_override,alert,ALERT_722B82C4E7,Sarah Chen,Manual decision: escalate,auto_flag,escalate,"Location check performed: San Antonio, TX. escalate"
AUDIT_BCFC76A251,2024-11-23 20:51:25,manual_override,alert,ALERT_F5D09C48B9,William Taylor,Manual decision: escalate,auto_flag,escalate,Risk score 0.929 reviewed. escalate
AUDIT_935F5B1536,2022-07-14 20:53:23,manual_override,alert,ALERT_C34EC69A7F,Robert Johnson,Manual decision: escalate,auto_flag,escalate,"Location check performed: Boston, MA. escalate"
AUDIT_444CF17A7B,2022-05-30 07:25:45,manual_override,alert,ALERT_CDFCE009E5,Emily Thompson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $82532.17 - escalate
AUDIT_B73F9A7605,2022-06-15 17:46:37,manual_override,alert,ALERT_5BF8C2985A,James Wilson,Manual decision: escalate,auto_flag,escalate,"Location check performed: San Diego, CA. escalate"
AUDIT_460E4F82DF,2023-07-05 04:25:38,manual_override,alert,ALERT_8B7929B68D,Michael Rodriguez,Manual decision: SAR_filed,auto_flag,SAR_filed,Reviewed transaction for Wire Transfer - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_2A799F65EE,2023-04-20 13:08:16,manual_override,alert,ALERT_F2629D8A3D,James Wilson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Money Transfer - escalate
AUDIT_5B10AA3EA8,2022-12-07 14:51:58,manual_override,alert,ALERT_56933CDF15,Jessica Martinez,Manual decision: deny,auto_flag,deny,Risk score 1.000 reviewed. deny
AUDIT_8570AA7996,2024-06-08 01:05:42,manual_override,alert,ALERT_5278340F2C,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Wire Transfer - escalate
AUDIT_B106087DB8,2024-12-26 17:23:37,manual_override,alert,ALERT_B274994120,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $85335.79 - escalate
AUDIT_D8CF7723D7,2025-01-08 14:07:15,manual_override,alert,ALERT_6AC3AB219B,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,Risk score 0.887 reviewed. escalate
AUDIT_A84201EC92,2024-12-24 16:36:13,manual_override,alert,ALERT_E2FDA6B8A6,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,"Location check performed: Los Angeles, CA. escalate"
AUDIT_33F863E1DC,2022-07-15 20:51:09,manual_override,alert,ALERT_DE429CDB3E,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Insurance - escalate
AUDIT_278AFEBDF2,2022-11-04 09:26:22,manual_override,alert,ALERT_AA8027EDFE,Robert Johnson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $31123.89 - escalate
AUDIT_B97EF7879C,2024-07-13 04:23:48,manual_override,alert,ALERT_896753F8F6,Maria Garcia,Manual decision: deny,auto_flag,deny,"Location check performed: Fort Worth, TX. deny"
AUDIT_F6CC8C131B,2023-06-01 23:14:23,manual_override,alert,ALERT_7AB09F261E,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $31503.39 - escalate
AUDIT_CC22F4B109,2022-04-18 09:51:30,manual_override,alert,ALERT_D2FB218B8F,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,"Location check performed: Lagos, Nigeria. escalate"
AUDIT_144DE08FA7,2023-06-07 07:40:35,manual_override,alert,ALERT_F0A5C0856B,Michael Rodriguez,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $96199.14 - deny
AUDIT_09D9A6C68D,2023-08-27 07:00:50,manual_override,alert,ALERT_55CB8515FF,Sarah Chen,Manual decision: escalate,auto_flag,escalate,Risk score 0.799 reviewed. escalate
AUDIT_7793C36017,2024-06-29 20:32:49,manual_override,alert,ALERT_D1EAB9EB0C,Lisa Anderson,Manual decision: deny,auto_flag,deny,Risk score 0.724 reviewed. deny
AUDIT_27EB3212F2,2025-07-22 04:00:25,manual_override,alert,ALERT_4AFC5ACA52,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $24925.48 - escalate
AUDIT_23290560A5,2022-08-14 14:52:07,manual_override,alert,ALERT_036F95438D,David Kim,Manual decision: deny,auto_flag,deny,Reviewed transaction for Restaurant - deny
AUDIT_ED8DCED4CF,2022-12-08 02:13:21,manual_override,alert,ALERT_B17A563DCC,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Risk score 0.819 reviewed. escalate
AUDIT_1C6A0FC8AE,2023-08-28 05:37:37,manual_override,alert,ALERT_49A0B436B3,Sarah Chen,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $63178.52 - deny
AUDIT_E4332C2100,2025-08-28 08:01:14,manual_override,alert,ALERT_BC478B1D9A,Emily Thompson,Manual decision: deny,auto_flag,deny,Reviewed transaction for ATM Withdrawal - deny
AUDIT_385E8BCADE,2023-06-27 04:36:53,manual_override,alert,ALERT_46F8D99BC3,William Taylor,Manual decision: deny,auto_flag,deny,Reviewed transaction for Cryptocurrency - deny
AUDIT_1C6717E1C1,2025-06-23 05:40:13,manual_override,alert,ALERT_0D78AD1293,David Kim,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $46559.07 - escalate
AUDIT_1DB41DBED2,2022-11-19 15:28:07,manual_override,alert,ALERT_FD57A45DA7,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,"Location check performed: Houston, TX. escalate"
AUDIT_2950941B31,2022-09-26 21:07:46,manual_override,alert,ALERT_D49CACBF4F,Robert Johnson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $3117.07 - escalate
AUDIT_F61067271C,2023-06-14 07:24:16,manual_override,alert,ALERT_D61DFCA6F7,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,"Location check performed: Pyongyang, North Korea. escalate"
AUDIT_2243CC37B9,2025-02-02 00:38:47,manual_override,alert,ALERT_B5AB15B9AD,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $17537.91 - escalate
AUDIT_847EA75937,2023-10-26 15:31:19,manual_override,alert,ALERT_5C4A4B3A59,Michael Rodriguez,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $70989.45 - deny
AUDIT_BE78E8434D,2022-01-25 20:36:22,manual_override,alert,ALERT_A0DB628C1A,Sarah Chen,Manual decision: deny,auto_flag,deny,"Location check performed: San Jose, CA. deny"
AUDIT_5F70E9217C,2024-09-24 16:39:50,manual_override,alert,ALERT_1BAE193EF8,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,Risk score 0.806 reviewed. escalate
AUDIT_4133BC1BB9,2024-12-25 21:34:04,manual_override,alert,ALERT_756813AD51,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,"Location check performed: Tehran, Iran. escalate"
AUDIT_05296A050F,2024-08-01 05:33:13,manual_override,alert,ALERT_A5F75A7380,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,"Location check performed: Fort Worth, TX. escalate"
AUDIT_9DBA67D78C,2023-01-06 17:23:43,manual_override,alert,ALERT_8E56DC8785,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,"Location check performed: Indianapolis, IN. escalate"
AUDIT_872885BD69,2023-05-13 05:20:45,manual_override,alert,ALERT_CFF056133A,James Wilson,Manual decision: escalate,auto_flag,escalate,Risk score 0.619 reviewed. escalate
AUDIT_92126BA397,2025-03-31 17:37:17,manual_override,alert,ALERT_515CA8B501,William Taylor,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Cryptocurrency - escalate
AUDIT_730D12995D,2022-06-13 18:15:39,manual_override,alert,ALERT_883D94C4F0,Sarah Chen,Manual decision: escalate,auto_flag,escalate,Risk score 0.612 reviewed. escalate
AUDIT_B164656452,2022-01-17 02:32:41,manual_override,alert,ALERT_D4A824C814,Jessica Martinez,Manual decision: SAR_filed,auto_flag,SAR_filed,Risk score 0.957 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_3E330D96EA,2025-08-06 14:09:50,manual_override,alert,ALERT_A95DBA5895,Emily Thompson,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $799.87 - deny
AUDIT_F20C8870E9,2022-04-07 18:58:20,manual_override,alert,ALERT_21E86BBA0B,James Wilson,Manual decision: escalate,auto_flag,escalate,Risk score 0.991 reviewed. escalate
AUDIT_B131C1E876,2025-07-04 07:57:18,manual_override,alert,ALERT_C36B9DDDF5,Maria Garcia,Manual decision: escalate,auto_flag,escalate,Risk score 0.887 reviewed. escalate
AUDIT_1E306319AD,2022-02-16 03:14:04,manual_override,alert,ALERT_DA91C359EF,Lisa Anderson,Manual decision: deny,auto_flag,deny,"Location check performed: San Jose, CA. deny"
